f694d119-bf58-4449-a811-cb7a2165d8c0,2c527579-8b48-49b4-8383-8c084c046c62,e0215e64-2787-40c4-a8bc-8c26118bae76,fef6e287-8f0d-455b-ba19-7c48c2c583d2,599b0d4c-62d4-48cd-a93c-1dd1fe85abfa,456dadea-0262-488f-8af9-63ca86c8a9f7,49e91d8f-37a3-4b7b-8062-d3ca8f561d01,8b948ed4-41e9-4441-9609-adaf4d3a102e,48bd0e00-be54-47a2-9aed-73c0c863fd39,6f54f9c0-5687-4a07-bf75-b506752b4a52,47761280-913e-4826-b400-f04f85b17476,b1cbc674-f3c1-453d-9cd1-8f4db32286ae
0,0,0,1,0,0,0,2,0,0,0,2
0,1,1,2,0,0,0,2,0,2,2,0
1,0,0,0,0,2,0,1,1,0,1,0
592,1645,749,1245,412,1120,756,1275,1540,683,3257,2304
99,136,157,196,74,151,172,132,251,116,654,651
1,2,0,0,0,0,1,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,1,0
607,700,491,828,486,566,640,1018,730,1032,2235,143
0,1,0,1,0,2,0,0,2,2,1,0
2,4,0,1,4,4,0,6,3,10,7,1
23,33,6,11,32,31,12,54,62,41,39,8
111,196,24,137,129,119,86,265,199,178,262,23
2,1,3,2,1,15,0,1,9,4,11,5
2764,1680,1429,1282,1657,5662,5886,2135,4061,4016,6582,2149
5,1,4,4,0,10,3,2,5,4,3,5
1,1,3,0,0,1,0,0,0,0,1,1
1,4,6,3,4,10,0,2,6,3,13,6
387,752,699,389,289,1021,955,566,512,609,1173,577
0,0,0,0,0,0,0,0,0,0,0,0
7,30,14,21,8,25,0,14,20,2,50,19
82,129,235,84,47,102,33,57,75,91,246,6
1219,3664,2600,2317,885,3191,1222,1651,1803,863,4541,1483
7,5,2,2,2,26,16,1,3,1,12,1
1012,534,488,511,515,1105,617,714,580,1844,931,383
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0
257,1498,478,1018,301,757,138,414,884,121,1828,1147
3032,9009,4924,5468,2012,8387,1716,2856,4785,1522,10043,5250
0,0,0,2,0,0,4,0,1,0,0,0
2160,3218,1979,2936,2060,4285,2185,3620,3920,3528,6680,5194
156,172,161,163,95,245,112,196,218,185,342,291
39,46,25,20,22,88,56,22,45,32,46,84
10,1,0,1,0,0,6,68,0,6,8,0
4,4,1,2,10,10,15,4,11,7,6,9
1454,2977,2276,764,2298,5943,2695,2964,3975,1480,7768,1570
21,19,15,29,5,19,85,12,23,25,84,18
1164,839,816,810,514,1983,938,1453,1244,1939,1912,581
326,720,278,428,318,730,576,373,389,518,1321,214
142,153,107,164,108,583,319,108,150,256,489,167
0,0,0,0,0,0,0,0,0,1,1,0
2514,6805,3499,7980,2010,6938,1293,3640,5742,1622,12441,7348
0,1,0,1,0,3,0,0,1,1,1,1
833,958,749,901,669,3288,1272,1210,1076,1517,2191,932
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
233,881,14,3,42,36,13,1409,94,107,87,0
383,1680,30,5,87,75,22,2667,196,196,164,0
54,84,42,36,44,75,49,52,217,71,81,30826
50,7,5,36,3,100,197,3,3,2,5,120
5,0,3,1,6,0,0,1,0,3,8,1
5,3,2,7,0,2,32,0,4,1,1,37
11,6,19,7,10,1,21,4,3,46,25,5
408,475,166,289,491,335,214,991,974,498,1435,1636
0,3,1,2,0,1,0,3,1,1,13,12
4,1,0,0,2,0,0,1,0,0,3,2
174,99,194,112,53,302,360,91,68,474,104,14
1079,1110,1223,1712,397,4020,1543,1207,939,4564,1488,151
31,37,21,43,7,28,43,34,20,36,40,24
78,189,80,157,135,175,85,107,141,345,332,140
7,4,17,10,34,16,12,20,14,91,83,79
1250,2245,1990,1349,749,2672,1172,1558,1413,1118,3272,1957
47,90,55,66,97,160,38,65,129,112,159,64
6363,10220,10082,6090,4522,14800,3445,7792,7900,7558,14656,7673
1431,3055,2429,1612,1075,3189,394,1892,2107,1306,3830,2035
2136,3672,2293,2189,2006,4010,2145,2457,3103,2802,5618,3478
61,181,59,123,35,163,121,60,118,41,306,81
117,296,110,177,90,459,166,130,197,103,458,153
72,12,66,10,438,46,5,12,173,19,21,11
27,25,50,23,0,74,99,3,7,72,13,0
12,19,6,4,4,47,59,10,20,11,17,22
0,0,0,0,0,1,0,0,0,0,0,1
3,2,26,50,6,165,0,22,6,1,0,6
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,1,0,1,1
989,4710,1600,2312,726,4763,806,1871,1818,733,1492,2921
4,1,2,1,2,2,0,0,1,3,2,0
4,30,5,26,1,64,0,12,44,28,46,29
127,112,79,148,12,292,593,20,66,234,129,82
423,1023,373,835,197,2462,1408,442,1010,1638,1319,775
12,3,7,2,8,4,3,1,14,4,2,1
8,0,15,17,0,16,0,0,1,15,2,0
1,0,0,2,0,2,0,0,1,0,0,1
331,964,341,1114,330,755,183,950,879,378,1559,679
7,5,2,8,1,1,6,0,1,6,1,3
1,0,0,1,0,1,0,0,0,0,0,0
14,5,3,11,0,9,26,3,2,15,1,3
0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,1,0,0,0,1,0,0,0
3,0,0,1,0,1,0,0,1,0,0,0
3,0,0,2,0,1,0,0,0,1,1,0
60,80,50,48,9,103,732,15,14,191,48,31
1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,3,0,0,0,0,0,0
4,3,98,84,24,268,0,23,8,2,2,16
31,58,43,22,35,252,433,58,42,31,57,100
51,122,64,43,60,398,624,91,83,50,86,183
0,0,0,0,0,0,0,0,0,0,1,1
3,7,3,2,0,4,9,1,0,3,6,1
588,789,513,989,765,2548,1633,1003,1418,1798,2291,1126
2319,2637,2099,1532,2863,1052,1242,5137,4286,4042,3575,565
31,131,17,228,88,183,0,132,167,29,371,66
2215,3248,2548,5247,2670,6894,3079,4243,4152,3218,9709,1698
3448,3703,5194,2329,2175,5453,2359,2409,2356,3457,7187,3159
316,1236,320,414,662,158,598,2463,636,214,925,96
0,5,2,0,0,1,0,4,0,1,4,0
0,1,1,0,0,0,0,0,0,0,1,0
6,2,5,5,0,0,0,58,2,9,5,0
0,0,0,0,0,0,0,0,0,0,0,0
63,6,8,5,2,0,2,46,13,0,6,0
3,1,1,1,0,2,0,1,0,4,1,7
1,1,2,4,0,0,2,0,1,0,0,0
1847,1389,1956,1130,943,2600,2525,1101,925,2088,1987,265
10780,14812,13048,14969,6878,22549,8315,10865,10434,9176,26149,3005
1297,1777,1210,2248,1062,8948,1757,1621,2701,2577,4752,2388
0,0,0,0,0,0,0,0,0,0,0,0
106,1,4,0,1,4088,5,28,1,8,3,0
0,0,0,0,0,0,0,0,0,0,0,0
6,4,11,3,3,2,46,39,4,4,18,5
0,0,0,0,0,0,0,0,0,0,0,0
118,182,116,95,66,6,743,1099,193,196,4091,109
0,0,0,0,0,0,0,0,0,0,1,0
70,391,117,4524,497,104,5,225,1269,268,92878,91
1,0,0,1,0,2,1,0,0,5,0,0
0,1,0,0,0,0,0,0,0,0,0,0
0,0,40,66,0,0,0,0,0,2,0,6
0,0,0,0,0,5,0,0,0,0,3,0
0,0,0,0,0,0,0,1,0,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0
940,2552,967,1401,1991,2132,593,1354,1460,3909,3510,7698
229,1135,200,671,759,969,69,617,899,684,2103,3304
377,1700,479,427,620,1848,430,621,1245,663,3337,1021
992,615,1835,448,422,1333,1071,742,553,1332,1227,681
4255,12549,6480,12128,3913,11847,2161,8452,11932,3799,25267,13762
39,132,57,116,53,103,36,92,108,40,324,177
2541,4794,4547,3553,1813,4523,1314,3319,3821,1992,10495,3872
3077,3194,4094,1774,1524,4876,1947,1375,1434,3520,5338,1160
188,210,77,89,39,1817,56,70,110,697,597,15
1827,1383,949,409,486,18064,279,503,1375,11922,7809,21
22,63,38,93,6,152,21,29,41,18,353,54
0,0,1,1,0,2,1,0,1,0,5,0
2974,2478,2963,1473,1862,7838,1399,2369,2306,8627,7051,2867
995,641,914,591,544,2026,1133,934,592,1503,1879,609
1,0,0,0,0,0,0,0,1,0,0,1
10951,14563,12119,7549,7751,17934,10366,13557,12664,13322,23333,10277
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,1,1
608,658,434,359,290,775,696,492,338,510,918,307
3329,2831,3347,1614,1300,5892,3898,1830,2405,3765,5565,2114
5613,10462,4879,4897,8319,10837,5288,12795,18258,13824,23360,7714
5701,11154,4369,4852,9509,9152,6427,14984,20852,17433,25623,8216
0,1,3,1,2,2,0,0,3,1,1,1
947,1088,1927,809,370,4491,1075,850,1177,1951,1733,1528
0,2,4,0,8,0,0,4,7,4,0,14
0,1,0,0,1,0,0,1,2,9,1,28
521,1506,748,779,233,1331,268,480,844,367,2185,738
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
62,10,0,3,7,3,13,76,181,93,35,2056
39,90,64,29,14,28,36,93,46,59,97,146
176,116,1,46,23,13,16,5,8,4,0,6
0,0,0,1,0,0,2,0,0,6,11,1
9,7,3,14,0,1,3,0,7,6,3,3
13,0,3,1,0,0,69,0,3,5,1,4
68,17,30,19,5,11,191,14,17,15,29,1
709,854,868,708,281,559,1109,508,526,172,603,197
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,1,0
10,8,7,32,1,4,32,0,1,2,325,1
0,0,0,0,0,0,0,0,0,0,0,0
2,4,1,0,2,4,0,1,5,2,9,0
3487,4476,4887,7264,1692,9079,1517,3730,3470,7974,23863,789
1078,2465,2571,1518,1571,2756,918,1616,1907,2783,4982,1781
0,0,0,0,0,1,0,0,0,1,1,0
17,10,5,6,90,53,19,32,54,162,54,119
77,74,28,54,195,124,112,80,233,131,162,176
0,0,1,0,0,5,0,11,7,17,13,3
1792,3415,2559,1953,2773,5366,2747,4059,4081,7671,7368,9751
3432,3921,4911,2124,2723,6134,4901,4480,4067,8895,7505,7595
11601,12260,18421,8070,5767,16058,8044,11604,11290,16181,20391,6910
0,0,0,0,0,0,0,0,0,0,0,0
37,34,10,28,36,32,69,39,103,44,37,266
0,4,4,2,9,4,0,9,4,12,1,3
0,0,0,0,0,0,0,0,0,0,0,0
7800,15410,7520,9475,3725,12871,3601,8875,8436,4244,14676,10574
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0
6,0,1,0,0,1,0,0,0,0,4,0
0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0
2772,7023,4680,6221,1889,5018,2329,5172,5847,2372,22244,6765
0,1,0,0,0,2,4,2,0,0,1,2
11,18,5,6,3,14,14,3,7,4,21,14
7482,8552,6701,11257,7296,22523,7629,8809,16669,22296,44996,23127
6,4,12,6,0,20,0,14,13,1,9,9
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
22,129,34,69,28,83,5,54,62,36,96,54
45,138,80,226,112,296,8,515,316,67,360,97
0,1,1,2,0,3,0,1,0,1,2,2
0,1,0,0,1,1,0,0,1,0,2,1
182,1101,550,533,173,1386,323,477,421,288,1206,415
374,283,63,214,254,504,427,799,715,635,551,562
1,1,0,0,0,0,2,0,0,0,0,0
702,951,529,526,223,1015,619,1425,1458,1825,2236,17
1,0,0,0,0,0,0,0,0,0,0,0
2028,4604,3021,2278,1013,4420,1666,2385,2554,3191,5526,3084
5160,4840,2654,2181,5684,4253,4349,7448,12209,10308,12026,20787
711,423,73,264,344,530,60,293,318,575,288,305
7931,20916,3805,11440,23144,13680,4591,30317,64617,14284,57705,127465
13,0,1,0,1,1,5,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0
3,9,2,5,0,4,0,2,5,8,13,4
998,1317,921,715,189,793,889,310,399,751,770,1005
0,0,0,0,0,3,1,1,1,0,4,1
1,2,0,0,0,1,0,0,1,0,4,1
9665,18748,19125,10247,7062,20023,8200,15029,11596,16157,27238,10673
3,2,2,4,3,10,6,0,3,7,4,0
307,100,70,576,269,43,272,230,37,1049,95,30
0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,3,1,12,0,0,3,1,3,5
1154,2770,1108,2397,813,4508,966,1415,1868,866,5068,2060
608,0,112,13,122,102,2,0,0,0,4,2
0,0,0,0,0,0,0,0,0,0,0,0
6444,3442,868,3236,3755,910,3547,4176,3195,10694,1588,7150
6167,3779,1052,4106,3575,942,3740,6156,4349,8038,2973,7062
7742,4470,821,3888,4193,993,5101,5144,4681,11663,2376,6824
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,5,6,0,0,3,1,2,1,4
348,462,202,915,689,130,381,836,375,2412,253,738
0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,1,0,0,3,1,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
4199,7030,5041,5779,2979,8729,2938,4484,4076,6222,9820,2697
13,101,7,61,52,54,1,75,111,11,170,170
0,0,0,0,0,2,0,1,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
795,3539,776,1702,1525,1676,508,2418,3875,725,5526,4683
44,22,28,59,50,1,136,22,14,56,28,2
1,0,0,0,0,2,8,0,0,1,1,1
507,699,543,312,67,378,451,122,229,279,686,112
5652,13090,6850,11155,4862,15070,3470,8378,8333,8378,18928,4676
974,3223,1469,1705,1399,2213,806,1544,2285,650,4404,4401
2,6,1,4,0,4,1,2,1,2,7,8
140,207,41,98,74,184,203,71,160,92,251,619
58,40,53,9,11,12,50,8,13,57,91,4
0,1,0,1,0,0,0,0,2,1,3,0
3876,2922,3986,1213,1366,888,3339,4095,1115,5043,5662,506
1354,1492,1345,1761,883,189,2560,2406,1097,1661,871,2809
795,790,313,1250,194,901,121,229,407,1095,1929,45
10,2,12,2,4,0,29,2,0,3,1,1
1822,846,339,942,2142,1232,929,2257,2753,1665,2436,4046
2,0,2,1,0,1,0,2,2,0,4,1
0,0,0,0,0,0,0,0,0,0,0,0
26831,30802,24586,20021,24150,31498,25404,21902,22737,59319,51742,31965
3631,5393,4615,3647,1878,3527,1764,2904,3199,2498,7941,4274
846,1246,840,674,374,832,302,515,561,503,1458,884
1815,3048,3980,1149,1081,3615,1597,1726,1826,2818,2376,2450
2429,2172,4544,1437,1727,5412,3949,2106,1919,5996,5726,1123
3488,1938,4017,1014,1090,5422,4584,2085,659,4469,3474,373
1735,3613,2256,1520,1237,3192,2705,1068,1261,4649,3036,2171
2064,3814,3816,1453,1595,2653,2485,2131,2088,3004,4694,2428
3,4,1,3,5,16,1,6,7,5,11,8
0,0,0,0,0,0,0,0,0,0,0,0
38,2,3,4,11,5,7,13,3,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0
21,15,19,34,9,75,50,21,10,37,23,10
5776,9760,6932,5432,2107,12437,5398,5057,3962,2869,9815,4285
5188,8944,5121,6456,1993,11095,3026,5213,5429,4282,9146,3819
0,0,0,0,0,0,0,0,0,0,2,0
1,0,0,0,0,0,0,0,1,0,0,0
0,1,2,2,3,0,0,2,5,1,7,1
24,73,5,24,99,31,32,88,261,43,64,45
25,7,35,58,16,0,55,25,13,29,45,48
226,308,277,237,147,9,143,304,176,41,337,46
1,0,0,0,0,0,0,3,2,0,0,0
1,1,3,0,1,4,0,1,1,0,0,0
142,72,75,48,87,108,21,327,40,21,104,8
480,865,702,723,213,878,348,434,483,382,1316,853
907,3310,2824,1659,834,1276,545,1673,2417,993,12306,1752
2154,2540,4369,2324,608,2174,1268,2044,1657,407,6516,723
266,456,459,320,106,304,30,326,236,21,968,124
0,0,0,0,0,0,0,0,0,0,0,0
46,34,20,12,40,144,4,20,39,5,23,20
0,0,0,0,0,0,0,0,0,0,0,0
2798,5484,3370,5117,1790,8108,2462,4084,3546,2532,11219,4242
0,0,0,0,0,0,0,0,0,0,0,0
4877,22698,7159,9087,6004,8565,3979,14171,13841,4834,25183,17871
0,0,0,0,0,0,0,0,0,0,0,0
0,4,1,0,0,0,0,8,1,0,1,0
649,597,97,244,375,56,161,689,321,190,301,252
0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
1,0,2,1,0,0,0,0,0,0,2,0
0,0,0,0,0,1,0,0,0,0,0,0
2017,3454,2239,2137,1639,3422,2692,2046,1958,2675,4552,2778
4,2,2,6,4,5,15,0,4,12,11,2
3,14,2,12,2,12,0,6,13,3,4,6
25,52,65,54,44,61,14,58,48,16,61,114
13,21,12,7,8,22,9,3,11,9,27,12
5,13,5,14,12,22,8,10,25,7,22,22
2027,2381,1215,1496,485,4282,3870,929,1487,1774,3585,1353
6180,10223,10994,5159,4060,14146,5382,7730,6076,7575,14972,5598
169,256,261,213,209,237,37,189,240,94,334,530
170,193,264,55,47,266,273,128,82,198,213,65
1898,5095,4339,2034,1335,4037,2394,3911,2466,3400,6141,1740
1545,1784,2496,1362,986,2976,1921,3088,1878,2275,5328,2038
16,9,13,3,5,12,2,8,3,29,24,10
0,2,2,4,1,5,11,1,0,18,7,3
291,500,318,727,469,889,802,916,568,945,938,1696
4337,10408,6551,7556,5024,11951,9349,9241,11213,11866,15068,11450
696,1171,1037,681,554,1348,1547,1046,1091,1859,1331,1026
210,1182,278,963,486,1188,82,912,1289,292,1797,1565
171,416,292,241,169,421,213,246,248,326,648,486
1564,3110,2337,1873,1226,3336,2549,1720,2097,3019,4954,3777
505,684,628,603,269,934,397,455,364,590,1153,564
84,258,148,214,184,322,56,180,209,251,321,109
656,1244,995,842,784,1656,1110,874,912,2022,1232,483
0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,1,0,0,0,0,0,1,0,0
0,0,1,0,0,0,0,0,0,0,1,0
80,130,51,141,48,243,29,69,78,131,140,21
8817,12563,8827,16078,4564,28002,6400,7834,7640,17333,17477,2149
0,0,0,0,0,1,0,0,0,0,0,0
966,2586,1881,1614,930,2941,899,1296,972,1612,3791,895
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
47,45,29,53,35,36,481,123,89,461,147,12
2,9,77,29,0,5,36,1,6,7,2,5
0,0,1,0,0,0,2,0,0,0,0,0
0,3,1,0,4,6,0,13,8,10,3,1
776,3082,1808,1411,569,3286,864,1109,1624,1580,2241,480
43,75,9,21,161,79,34,96,217,422,82,888
0,0,0,0,0,0,1,0,0,0,0,0
1304,422,980,327,561,2139,1928,908,587,5142,2586,302
1263,405,937,312,549,2102,1866,885,572,5029,2530,297
1384,1224,1950,1037,823,3618,2123,1092,1184,2335,3292,32
0,0,1,0,0,11,5,0,0,1,1,0
1,4,0,1,0,8,0,0,2,7,1,2
50,15,6,6,0,1,92,1,3,0,16,6
2,1,3,1,0,12,10,1,0,2,1,1
985,1819,1243,2474,554,10910,319,692,1279,899,4985,528
13277,5520,9426,3723,4943,12767,15982,10043,7013,16398,14906,8191
4587,2517,2996,2026,1407,6448,7975,2499,1902,7624,3861,2158
1920,589,36,496,758,172,494,363,1004,696,223,1076
3,3,0,1,0,1,0,3,1,0,0,0
205,59,190,91,124,17,11,1084,517,178,2,1
339,145,7,82,62,17,60,25,19,19,3,6
1372,0,0,0,0,7,0,11,0,4,1,0
1,8,5,2,2,5,6,1,3,7,10,8
9,9,5,5,2,5,1,1,3,4,8,6
1008,2376,1219,1379,1022,2986,1097,1586,1826,2541,4321,10874
8188,10885,7906,10658,4081,13358,7697,9661,6287,23631,15042,3730
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1994,1618,3578,1204,936,2137,2655,2212,2927,3406,2958,781
0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
65,42,124,58,15,61,105,34,19,85,76,31
5116,10898,6803,13164,3689,10265,2040,7338,8195,3787,22707,5875
1317,2121,2062,868,840,1123,949,585,877,1535,2044,1283
2,1,0,1,0,1,0,0,0,1,0,0
1664,2076,1814,1747,1270,3610,1644,1613,1761,3336,3716,2694
1789,1567,1717,2412,1187,2062,1579,5138,843,8533,4937,74
43,75,83,39,51,144,99,36,42,96,89,41
1131,1800,1583,1020,889,2579,1348,966,1262,1845,2195,1211
488,795,403,524,492,1432,353,518,522,1368,1303,658
5,1,2,0,0,78,0,0,0,1,1,0
5481,5736,5313,3964,3108,18485,5061,4269,3730,11747,8415,3665
995,1115,1724,837,432,2127,968,991,831,1380,2052,5
2,1,2,5,1,4,2,1,1,5,8,1
2,1,0,0,0,2,4,0,2,0,0,0
1,6,5,1,4,4,1,3,1,2,4,1
79,159,909,67,148,73,413,373,82,241,65,108
122,478,1920,320,100,349,387,287,141,695,275,37
2574,3305,7910,4667,2585,7368,3655,4543,5258,10559,8994,2261
0,1,0,2,0,0,0,0,0,2,2,0
94,271,80,258,180,193,31,178,242,107,320,137
478,927,460,595,399,1330,217,571,457,510,1023,280
0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0
4037,5425,4813,4321,1974,8257,2833,3338,5177,2953,10761,5689
3,3,8,1,1,15,2,4,3,6,9,4
0,2,2,3,0,3,0,0,0,0,3,3
230,353,300,345,159,930,123,851,435,452,595,91
1797,2095,2896,1191,1347,4284,2827,1266,1681,5465,4869,1732
1570,1246,1430,868,280,3247,2679,2854,789,6630,2119,55
592,1473,775,1694,839,1621,1083,2282,1585,2413,2139,4085
80,21,38,64,42,131,62,125,103,164,159,177
21,50,50,0,9,15,160,34,4,359,138,1
0,0,0,0,0,0,0,0,0,0,1,2
25,23,14,36,20,59,15,103,46,52,58,38
0,0,0,0,0,1,0,0,0,0,1,0
4071,10960,8083,8328,4176,16563,1704,8971,9692,5278,27256,19236
14,2,7,2,0,29,2,4,2,0,22,1
1112,939,1518,1565,888,4164,1094,2303,2091,1936,4810,1938
432,432,145,264,335,75,351,663,678,217,136,1456
261,184,62,138,79,762,484,151,182,499,481,122
2,2,0,3,0,0,3,0,0,1,2,2
25027,3067,1583,23143,14436,793,14470,6274,1690,4339,4334,1599
0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
6,7,1,50,4,0,3,0,2,2,3,3
54,52,33,7,19,47,46,62,31,98,39,5
0,1,0,0,0,1,0,0,0,0,1,0
472,1214,965,674,376,985,655,707,531,689,1320,800
2,0,1,0,0,0,0,1,1,1,1,5
3,4,2,0,0,6,10,2,1,2,6,6
1958,5189,3656,2559,1628,4648,1495,3333,3164,2432,5921,6411
0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,2,0,0,0,0,1,0
2448,3995,3911,2359,1454,4736,1544,2138,2319,1997,4804,2026
788,806,241,764,369,221,455,1970,707,835,370,1343
1626,3095,2279,1884,1162,4488,1557,1443,1990,2878,3210,1701
191,244,1286,510,306,1577,417,1358,760,901,1084,15
41,42,213,84,51,260,94,240,123,168,171,6
511,598,750,346,290,619,535,414,440,524,941,452
2,3,2,2,0,5,0,0,1,1,2,3
0,3,0,0,0,1,0,1,0,0,1,0
1011,2699,1798,2221,483,2596,736,1554,1779,1059,4776,1177
2943,4279,5050,7108,2287,3032,1231,10119,3922,3678,4448,1782
0,0,0,0,0,0,0,0,0,0,0,0
11,56,8,44,22,47,0,21,44,15,70,18
0,1,0,0,0,0,0,0,0,0,0,0
893,907,89,527,397,173,282,1199,417,482,1081,1596
3819,5234,5463,2816,2325,6988,2650,3206,3167,6463,6229,4177
135,176,137,26,18,52,205,30,18,2,21,9
4491,4058,3377,3219,2567,9664,9259,2757,1544,13969,11930,1178
5,4,0,0,0,0,8,0,0,1,0,0
730,1305,880,640,657,1456,1337,879,652,1281,957,1364
638,1143,918,740,443,1383,759,477,712,1250,1784,641
0,0,0,0,0,0,0,0,0,0,0,0
14,13,16,16,13,36,9,14,27,11,38,16
1,1,0,1,1,0,2,1,0,1,1,0
2441,4687,3465,4003,1461,4997,1191,2366,3641,1978,6212,2299
26,22,11,14,59,37,2,10,14,19,82,4
23,20,18,17,77,39,3,11,16,28,40,3
1648,2079,624,2793,487,3697,683,570,634,3282,7120,346
27,106,31,75,39,149,15,81,70,45,161,69
2635,4296,3932,5002,2973,6807,1100,1969,2595,4043,9502,901
31,68,136,89,44,51,9,53,28,16,84,4
679,964,651,654,479,906,787,594,509,2043,982,724
13,8,11,6,3,14,23,1,5,36,12,2
51,62,46,33,14,141,17,19,24,96,126,12
18,30,6,13,3,31,3,5,4,12,16,6
7,20,7,11,1,22,3,5,6,10,22,2
7,20,7,11,1,23,3,5,6,10,22,2
849,841,510,581,198,1481,556,300,419,1587,1177,161
143,451,198,173,132,37,88,177,248,179,578,208
1257,1677,1769,1394,552,1297,1352,1339,967,803,2424,1054
12,13,36,8,13,7,16,7,3,9,24,36
0,1,3,0,2,2,2,0,2,2,3,3
0,1,3,0,2,2,2,0,2,2,3,3
0,0,0,1,0,0,0,0,0,0,0,0
900,1583,823,1299,484,1216,381,1120,1017,1029,1935,693
3599,6085,7027,4385,2175,9045,3094,5015,4152,3787,9559,3279
48,67,134,33,14,140,53,91,4,22,59,35
14,10,24,4,5,33,7,17,2,3,3,11
0,0,0,0,0,0,0,0,0,0,0,0
114,233,113,125,32,41,37,54,117,63,583,69
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,0,0,0,0,0
2480,4784,3418,4084,1626,9603,6144,2792,3418,1946,5860,4565
1805,885,1223,457,752,1360,6507,837,820,993,1175,1920
1,0,0,0,0,1,2,0,0,0,0,0
1,26,2,10,0,11,1,5,8,1,23,11
3117,5701,4972,3909,2387,10142,3959,4541,4679,5075,10058,5242
1,4,3,3,3,1,1,1,1,0,11,2
825,1192,1034,789,525,749,1118,678,691,1934,2118,1725
1008,3733,1257,832,1353,494,775,5259,1069,2193,938,1897
0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,6,0,0,0,1,6,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0
22,23,15,25,7,57,32,30,23,42,34,18
106,90,138,87,41,183,173,81,86,127,121,39
0,2,0,0,1,0,0,2,0,0,1,1
11889,16753,3806,6502,6809,2147,9798,16869,10306,8209,6397,6684
1,1,0,1,0,0,3,2,0,2,0,0
8,4,11,10,7,19,37,27,4,0,16,33
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0
1889,4228,4702,5244,3246,3130,4249,7533,7617,3157,11257,8148
0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,2,0,0,0,0,0,1,0
